s_sd_Canonical\_QSARr,s_m_title,HumDockScore,RatDockScore,ChimpDockScore,AVG,bindingClass,P_Act_dockChimp,P_Inact,PredBayes,ratio,cas,casrn,cid,gsid,dsstox_substance_id,preferred_name,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,BindingClass,avgD_Act,avgD_Inact,PredBindingClass,predMLogR
OC(=O)c1cc(ccc1)C(O)=O,121-91-5,-7.686189937,-7.639838028,-7.083077168,-7.469701711,0,0.131988827,0.170264237,0,0.775199945,121-91-5,121-91-5,1485,21485,DTXSID3021485,"1,3-Benzenedicarboxylic acid",OC(=O)c1cc(ccc1)C(O)=O,"InChI=1S/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)",QQVIHTHCMHWDBS-UHFFFAOYSA-N,0,0.8835,0.8767,0.043223768,0
Cc1cc(ccc1SC)OP(=S)(OC)OC,55-38-9,-7.020208546,-6.924075184,-7.077696101,-7.00732661,1,0.131644006,0.170516234,0,0.7720321,55-38-9,55-38-9,620,20620,DTXSID8020620,Fenthion,Cc1cc(ccc1SC)OP(=S)(OC)OC,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",PNVJTZOFSHSLTO-UHFFFAOYSA-N,1,0.9033,0.9177,0.090500629,0
c1ccccc1Oc1ccccc1,101-84-8,-7.099000238,-7.571795601,-7.076827275,-7.249207705,0,0.131588321,0.170556841,0,0.771521798,101-84-8,101-84-8,1847,21847,DTXSID9021847,Diphenyl oxide,c1ccccc1Oc1ccccc1,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,USIUVYZYUHIAEV-UHFFFAOYSA-N,0,0.9145,0.9052,0.014075703,0
[O-][N+](=O)c1ccc(O)cc1C(F)(F)F,88-30-2,-7.276530803,-6.88733039,-7.069337834,-7.077733009,0,0.13110819,0.170905964,0,0.767136424,88-30-2,88-30-2,1788,21788,DTXSID7021788,3-Trifluoromethyl-4-nitrophenol,[O-][N+](=O)c1ccc(O)cc1C(F)(F)F,"InChI=1S/C7H4F3NO3/c8-7(9,10)5-3-4(12)1-2-6(5)11(13)14/h1-3,12H",ZEFMBAFMCSYJOO-UHFFFAOYSA-N,0,0.8831,0.9117,0.32666402,0
,124-76-5,0,0,-7.06602629,-2.355342097,0,0.130895832,0.171059804,0,0.765205086,124-76-5,124-76-5,22060,42060,DTXSID2042060,Isoborneol,CC1(C)[C@H]2C[C@@H](O)[C@]1(C)CC2,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3/t7-,8-,10+/m1/s1",DTGKSKDOIYIVQL-MRTMQBJTSA-N,0,0.923,0.9538,0.137031473,0
CC1(C)C(O)C2(C)CC1CC2,1632-73-1,-5.850260232,-6.588505106,-7.062661505,-6.500475614,0,0.130680022,0.171215782,0,0.763247522,1632-73-1,1632-73-1,21970,41970,DTXSID1041970,Fenchol,CC1(C)C(O)C2(C)CC1CC2,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7-8,11H,4-6H2,1-3H3",IAIHUHQCLTYTSF-UHFFFAOYSA-N,0,0.9277,0.9517,0.079711246,0
CCC(C)(C)C1CCC(=O)CC1,16587-71-6,-7.068452686,-7.344192532,-7.05905308,-7.157232766,0,0.130448544,0.171382679,0,0.761153603,16587-71-6,16587-71-6,27127,47127,DTXSID4047127,4-(tert-Pentyl)-cyclohexanone,CCC(C)(C)C1CCC(=O)CC1,"InChI=1S/C11H20O/c1-4-11(2,3)9-5-7-10(12)8-6-9/h9H,4-8H2,1-3H3",DCSKAMGZSIRJAQ-UHFFFAOYSA-N,0,0.9002,0.9124,0.08557991,0
CC1CCC(CC=1)C(C)(C)OC(=O)CC,80-27-3,-6.67963718,-6.986048787,-7.057738093,-6.90780802,0,0.130364178,0.171443403,0,0.760391918,80-27-3,80-27-3,24833,44833,DTXSID3044833,Terpinyl propionate,CC1CCC(CC=1)C(C)(C)OC(=O)CC,"InChI=1S/C13H22O2/c1-5-12(14)15-13(3,4)11-8-6-10(2)7-9-11/h6,11H,5,7-9H2,1-4H3",CMKQOKAXUWQAHG-UHFFFAOYSA-N,0,0.8864,0.893,0.090451271,0
CC(C)=CCC/C(/C)=C/COC(C)=O,105-87-3,-6.145233194,0,-7.055288754,-4.400173983,0,0.130207022,0.171556371,0,0.758975147,105-87-3,105-87-3,654,20654,DTXSID0020654,Geranyl acetate,CC(C)=CCC/C(/C)=C/COC(C)=O,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",HIGQPQRQIQDZMP-DHZHZOJOSA-N,0,0.9409,0.9181,0.002467885,0
,4468-42-2,0,-7.653121762,-7.052096116,-4.901739293,0,0.130002147,0.171703351,0,0.757132268,4468-42-2,4468-42-2,21492,41492,DTXSID4041492,3-Phenylhexane,CCC(CCC)c1ccccc1,"InChI=1S/C12H18/c1-3-8-11(4-2)12-9-6-5-7-10-12/h5-7,9-11H,3-4,8H2,1-2H3",SLVCCWGFGQVDMN-UHFFFAOYSA-N,0,0.8975,0.8853,0.019425264,0
,3622-84-2,0,-7.33340288,-7.047826083,-4.793742988,0,0.12972809,0.171899449,0,0.75467426,3622-84-2,3622-84-2,7540,27540,DTXSID7027540,N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)c1ccccc1,"InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3",IPRJXAGUEGOFGG-UHFFFAOYSA-N,0,0.8781,0.8671,0.038039279,0
Oc1cccc2ccc[n]c21,148-24-3,-7.419534521,-7.725412615,-7.04746021,-7.397469116,0,0.129704605,0.171916226,0,0.754464009,148-24-3,148-24-3,730,20730,DTXSID5020730,8-Hydroxyquinoline,Oc1cccc2ccc[n]c21,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",MCJGNVYPOGVAJF-UHFFFAOYSA-N,0,0.9169,0.9226,0.034234192,0
Cc1cc2ccc[n]c2cc1,91-62-3,-7.332683409,-7.337189145,-7.044664065,-7.238178873,0,0.129525114,0.172044307,0,0.752859055,91-62-3,91-62-3,887,20887,DTXSID3020887,6-Methylquinoline,Cc1cc2ccc[n]c2cc1,"InChI=1S/C10H9N/c1-8-4-5-10-9(7-8)3-2-6-11-10/h2-7H,1H3",LUYISICIYVKBTA-UHFFFAOYSA-N,0,0.9118,0.9095,0.023757757,0
CC(C)c1cccc(O)c1,618-45-1,-7.5009213,-7.615879727,-7.040619384,-7.385806804,0,0.129265441,0.172229157,0,0.750543307,618-45-1,618-45-1,24571,44571,DTXSID0044571,3-Isopropylphenol,CC(C)c1cccc(O)c1,"InChI=1S/C9H12O/c1-7(2)8-4-3-5-9(10)6-8/h3-7,10H,1-2H3",VLJSLTNSFSOYQR-UHFFFAOYSA-N,0,0.8887,0.8957,0.085873489,0
Cc1ccc(C(C)C)c(O)c1,89-83-8,-7.47060193,-7.469790744,-7.036604381,-7.325665685,0,0.129007634,0.172412157,0,0.748251377,89-83-8,89-83-8,14972,34972,DTXSID6034972,Thymol,Cc1ccc(C(C)C)c(O)c1,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",MGSRCZKZVOBKFT-UHFFFAOYSA-N,0,0.9015,0.9038,0.043638592,0
O=P(Oc1ccccc1)Oc1ccccc1,4712-55-4,-6.673592762,-7.478493873,-7.023311979,-7.058466204,0,0.128153862,0.173014474,0,0.740711795,4712-55-4,4712-55-4,21889,41889,DTXSID7041889,Diphenyl phosphite,O=P(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C12H11O3P/c13-16(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10,16H",OGBPILLJZSJJRC-UHFFFAOYSA-N,0,0.9097,0.9021,0.017673537,0
Cc1cc(C)c(cc1)S(O)(=O)=O,827-21-4,-7.048847952,-7.467905679,-7.017168178,-7.177973936,0,0.12775913,0.173291018,0,0.737251888,827-21-4,827-21-4,21639,41639,DTXSID1041639,Sodium m-xylene-4-sulfonate,Cc1cc(C)c(cc1)S(O)(=O)=O,"InChI=1S/C8H10O3S/c1-6-3-4-8(7(2)5-6)12(9,10)11/h3-5H,1-2H3,(H,9,10,11)",CHZLVSBMXZSPNN-UHFFFAOYSA-N,0,0.8959,0.8941,0.039280905,0
CCCCCCOC(=O)c1ccccc1,6789-88-4,-7.500951282,-7.17080831,-7.016657029,-7.229472207,0,0.127726286,0.173313972,0,0.736964739,6789-88-4,6789-88-4,5403,25403,DTXSID9025403,Hexyl benzoate,CCCCCCOC(=O)c1ccccc1,"InChI=1S/C13H18O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3",UUGLJVMIFJNVFH-UHFFFAOYSA-N,0,0.87,0.8411,0.014883792,0
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,5598-13-0,-4.756383779,-6.492822846,-7.014696632,-6.087967752,0,0.127600318,0.173401934,0,0.735864447,5598-13-0,5598-13-0,12352,32352,DTXSID6032352,Chlorpyrifos-methyl,COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",HRBKVYFZANMGRE-UHFFFAOYSA-N,0,0.911,0.9241,0.064253021,0
CNC(=O)Oc1cccc2OC(C)(C)Oc21,22781-23-3,-7.384568245,-7.46835184,-7.014063582,-7.288994556,0,0.127559639,0.173430313,0,0.735509481,22781-23-3,22781-23-3,12327,32327,DTXSID9032327,Bendiocarb,CNC(=O)Oc1cccc2OC(C)(C)Oc21,"InChI=1S/C11H13NO4/c1-11(2)15-8-6-4-5-7(9(8)16-11)14-10(13)12-3/h4-6H,1-3H3,(H,12,13)",XEGGRYVFLWGFHI-UHFFFAOYSA-N,0,0.8903,0.8931,0.062163761,0
O=C1NS(=O)(=O)c2ccccc12,81-07-2|82385-42-0,-6.697700934,-7.069335828,-7.004396877,-6.923811213,0,0.126938401,0.173862093,0,0.730109703,81-07-2,81-07-2|82385-42-0,1251|1992,21251|21992,DTXSID5021251|DTXSID7021992,Saccharin,O=C1NS(=O)(=O)c2ccccc12,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",CVHZOJJKTDOEJC-UHFFFAOYSA-N,0,0.9178,0.9229,0.031197441,0
CCC(CO)C(O)CCC,94-96-2,-6.094598966,-5.532661878,-6.986322179,-6.204527674,0,0.125776544,0.174661479,0,0.720116105,94-96-2,94-96-2,5292,25292,DTXSID4025292,"2-Ethyl-1,3-hexanediol",CCC(CO)C(O)CCC,"InChI=1S/C8H18O2/c1-3-5-8(10)7(4-2)6-9/h7-10H,3-6H2,1-2H3",RWLALWYNXFYRGW-UHFFFAOYSA-N,0,0.9423,0.9266,0.003630997,0
CC(C)(C)c1ccccc1O,88-18-6,-6.466269411,-7.605892996,-6.981093214,-7.017751874,0,0.125440379,0.174890787,0,0.717249782,88-18-6,88-18-6,6525,26525,DTXSID2026525,2-tert-Butylphenol,CC(C)(C)c1ccccc1O,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,0,0.8822,0.8908,0.110072248,0
c1cccc2ccccc21,91-20-3,-7.562633282,-7.47547663,-6.978928932,-7.339012948,0,0.125301236,0.174985439,0,0.71606664,91-20-3,91-20-3,913,20913,DTXSID8020913,Naphthalene,c1cccc2ccccc21,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,0,0.9179,0.9141,0.01711168,0
C1CCCc2ccccc21,119-64-2,-7.581892814,-7.504048862,-6.978769963,-7.354903879,0,0.125291015,0.174992386,0,0.715979811,119-64-2,119-64-2,6118,26118,DTXSID1026118,Tetralin,C1CCCc2ccccc21,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,0,0.9144,0.9203,0.03589199,0
CCc1cccc(CC)c1N,579-66-8,-7.500534217,-7.448345029,-6.977780915,-7.30888672,0,0.125227428,0.175035585,0,0.715439825,579-66-8,579-66-8,7218,27218,DTXSID6027218,"2,6-Diethylaniline",CCc1cccc(CC)c1N,"InChI=1S/C10H15N/c1-3-8-6-5-7-9(4-2)10(8)11/h5-7H,3-4,11H2,1-2H3",FOYHNROGBXVLLX-UHFFFAOYSA-N,0,0.9004,0.8921,0.02189789,0
OS(=O)(=O)c1ccccc1C=O,1008-72-6,-6.760092813,-7.21613774,-6.959630128,-6.978620227,0,0.12406048,0.175822707,0,0.705599878,1008-72-6,1008-72-6,21643,41643,DTXSID5041643,Sodium 2-formylbenzenesulfonate,OS(=O)(=O)c1ccccc1C=O,"InChI=1S/C7H6O4S/c8-5-6-3-1-2-4-7(6)12(9,10)11/h1-5H,(H,9,10,11)",SHHKMWMIKILKQW-UHFFFAOYSA-N,0,0.9111,0.9068,0.020210982,0
,333-41-5,0,-7.521286962,-6.946544034,-4.822610332,0,0.123219211,0.176383466,0,0.698587085,333-41-5,333-41-5,407,20407,DTXSID9020407,Diazinon,Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,0,0.9087,0.9065,0.024779105,0
OC(=O)/C=C/c1ccccc1,140-10-3,-6.940851349,-7.305443303,-6.946191877,-7.064162177,0,0.123196574,0.176398478,0,0.698399302,140-10-3,140-10-3,2489,22489,DTXSID5022489,E-Cinnamic acid,OC(=O)/C=C/c1ccccc1,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",WBYWAXJHAXSJNI-VOTSOKGWSA-N,0,0.8952,0.8852,0.022574196,0
CCOc1cc(C=O)ccc1O,121-32-4,-6.4990873,-6.510656912,-6.942406339,-6.650716851,0,0.122953235,0.176559587,0,0.696383794,121-32-4,121-32-4,1968,21968,DTXSID5021968,3-Ethoxy-4-hydroxybenzaldehyde,CCOc1cc(C=O)ccc1O,"InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",CBOQJANXLMLOSS-UHFFFAOYSA-N,0,0.8722,0.8731,0.090037389,0
CC(C)(OO)c1ccccc1,80-15-9,-6.474422314,-6.758654346,-6.93916017,-6.724078943,0,0.122744578,0.17669736,0,0.694659947,80-15-9,80-15-9,4869,24869,DTXSID3024869,Cumene hydroperoxide,CC(C)(OO)c1ccccc1,"InChI=1S/C9H12O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7,10H,1-2H3",YQHLDYVWEZKEOX-UHFFFAOYSA-N,0,0.8886,0.8888,0.053113151,0
CC1CCC(=CC=1)C(C)C,99-86-5,-7.087254409,-7.327347065,-6.931958609,-7.115520028,0,0.122281719,0.17700174,0,0.690850375,99-86-5,99-86-5,21237,41237,DTXSID9041237,alpha-Terpinene,CC1CCC(=CC=1)C(C)C,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8H,5,7H2,1-3H3",YHQGMYUVUMAZJR-UHFFFAOYSA-N,0,0.9286,0.9308,0.017698412,0
,2921-88-2,0,0,-6.926524807,-2.308841602,0,0.12193252,0.177230246,0,0.687989339,2921-88-2,2921-88-2,458,20458,DTXSID4020458,Chlorpyrifos,CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N,0,0.8938,0.8997,0.064687779,0
Cc1ccc(cc1)C(C)(C)C,98-51-1,-7.211804936,-7.466242202,-6.924640386,-7.200895841,0,0.121811429,0.177309258,0,0.686999827,98-51-1,98-51-1,4704,24704,DTXSID1024704,4-tert-Butyltoluene,Cc1ccc(cc1)C(C)(C)C,"InChI=1S/C11H16/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H3",QCWXDVFBZVHKLV-UHFFFAOYSA-N,0,0.9081,0.9077,0.028016215,0
CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,5902-51-2,-5.895896537,-6.045692276,-6.920551179,-6.287379997,0,0.12154868,0.177480297,0,0.684857318,5902-51-2,5902-51-2,4317,24317,DTXSID8024317,Terbacil,CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",NBQCNZYJJMBDKY-UHFFFAOYSA-N,0,0.9108,0.9207,0.049981672,0
,5598-15-2,0,-4.085977328,-6.90883337,-3.664936899,0,0.120795923,0.177967253,0,0.678753652,5598-15-2,5598-15-2,18666,38666,DTXSID1038666,Chlorpyrifos oxon,CCOP(=O)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"InChI=1S/C9H11Cl3NO4P/c1-3-15-18(14,16-4-2)17-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",OTMOUPHCTWPNSL-UHFFFAOYSA-N,0,0.8874,0.8888,0.058365919,0
CCCCC1CCC(O)CC1,70568-60-4,-6.532399631,-7.068068881,-6.906844155,-6.835770889,0,0.120668162,0.178049451,0,0.677722741,70568-60-4,70568-60-4,28179,48204,DTXSID6048204,4-Butylcyclohexanol,CCCCC1CCC(O)CC1,"InChI=1S/C10H20O/c1-2-3-4-9-5-7-10(11)8-6-9/h9-11H,2-8H2,1H3",NUANGSLQWFBVEH-UHFFFAOYSA-N,0,0.9275,0.9234,0.011906889,0
Oc1ccccc1O,120-80-9,-5.598101958,-6.645352205,-6.906253454,-6.383235872,0,0.120630224,0.178073833,0,0.677416902,120-80-9,120-80-9,257,20257,DTXSID3020257,Catechol,Oc1ccccc1O,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,0,0.8984,0.9003,0.043235895,0
,5216-25-1,0,-7.105048567,-6.903581745,-4.669543438,0,0.120458645,0.178183963,0,0.676035279,5216-25-1,5216-25-1,7593,27593,DTXSID2027593,4-Chlorobenzotrichloride,Clc1ccc(cc1)C(Cl)(Cl)Cl,"InChI=1S/C7H4Cl4/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H",LVZPKYYPPLUECL-UHFFFAOYSA-N,0,0.9044,0.928,0.137596746,0
Nc1cc2ccccc2cc1,91-59-8,-8.185485525,-7.92137581,-6.901215693,-7.66935901,0,0.120306709,0.178281287,0,0.674814,91-59-8,91-59-8,921,20921,DTXSID2020921,2-Naphthylamine,Nc1cc2ccccc2cc1,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",JBIJLHTVPXGSAM-UHFFFAOYSA-N,0,0.9213,0.9195,0.016758437,0
CC(C)(C)c1ccc(O)cc1,98-54-4,-6.467666919,-7.821037379,-6.899633369,-7.062779222,0,0.120205106,0.178346266,0,0.673998449,98-54-4,98-54-4,221,20221,DTXSID1020221,4-tert-Butylphenol,CC(C)(C)c1ccc(O)cc1,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,0,0.8769,0.8967,0.227517514,0
Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21,124495-18-7,-7.442585086,-6.774753174,-6.897397452,-7.038245237,0,0.120061547,0.178437936,0,0.672847656,124495-18-7,124495-18-7,14881,34881,DTXSID2034881,Quinoxyfen,Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21,InChI=1S/C15H8Cl2FNO/c16-9-7-12(17)15-13(8-9)19-6-5-14(15)20-11-3-1-10(18)2-4-11/h1-8H,WRPIRSINYZBGPK-UHFFFAOYSA-N,0,0.908,0.9246,0.081537022,0
CC(CC)OC(=O)N1CCCCC1CCO,119515-38-7,-7.026211672,-6.326256681,-6.880688436,-6.744385596,0,0.118989135,0.179117464,0,0.664307837,119515-38-7,119515-38-7,14227,34227,DTXSID0034227,Icaridin,CC(CC)OC(=O)N1CCCCC1CCO,"InChI=1S/C12H23NO3/c1-3-10(2)16-12(15)13-8-5-4-6-11(13)7-9-14/h10-11,14H,3-9H2,1-2H3",QLHULAHOXSSASE-UHFFFAOYSA-N,0,0.9044,0.8993,0.022518795,0
CC(C)c1ccc(O)cc1,99-89-8,-7.242251045,-6.429781325,-6.868561727,-6.846864699,0,0.118211335,0.179604484,0,0.658175855,99-89-8,99-89-8,22299,42299,DTXSID5042299,4-Isopropylphenol,CC(C)c1ccc(O)cc1,"InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",YQUQWHNMBPIWGK-UHFFFAOYSA-N,0,0.8884,0.9007,0.108440814,0
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,82-68-8,-7.661766053,-7.588870519,-6.867070684,-7.372569085,0,0.118115733,0.179664006,0,0.657425692,82-68-8,82-68-8,1105,21105,DTXSID2021105,Pentachloronitrobenzene,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,LKPLKUMXSAEKID-UHFFFAOYSA-N,0,0.9409,0.9456,0.013693741,0
CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O,4098-71-9,-7.498457429,0,-6.865599851,-4.788019093,0,0.118021435,0.179722643,0,0.656686509,4098-71-9,4098-71-9,3826,23826,DTXSID0023826,Isophorone diisocyanate,CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O,"InChI=1S/C12H18N2O2/c1-11(2)4-10(14-9-16)5-12(3,6-11)7-13-8-15/h10H,4-7H2,1-3H3",NIMLQBUJDJZYEJ-UHFFFAOYSA-N,0,0.9385,0.9488,0.02130976,0
CCCCCC1C(CCC1=O)CC(=O)OC,24851-98-7,-7.16404585,-7.074161991,-6.864363933,-7.034190591,0,0.117942204,0.179771855,0,0.656066008,24851-98-7,24851-98-7,9325,29325,DTXSID2029325,Methyl dihydrojasmonate,CCCCCC1C(CCC1=O)CC(=O)OC,"InChI=1S/C13H22O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h10-11H,3-9H2,1-2H3",KVWWIYGFBYDJQC-UHFFFAOYSA-N,0,0.8912,0.8888,0.039848323,0
C=CCc1ccc2OCOc2c1,94-59-7,-7.131507691,-7.272650689,-6.864277118,-7.089478499,0,0.117936638,0.17977531,0,0.656022443,94-59-7,94-59-7,1254,21254,DTXSID0021254,Safrole,C=CCc1ccc2OCOc2c1,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",ZMQAAUBTXCXRIC-UHFFFAOYSA-N,0,0.9155,0.9247,0.040155837,0
CC(=O)c1ccccc1O,118-93-4,-6.190918536,-6.643432291,-6.859351721,-6.564567516,0,0.117620939,0.179970875,0,0.65355541,118-93-4,118-93-4,20285,40285,DTXSID7040285,2-Hydroxyacetophenone,CC(=O)c1ccccc1O,"InChI=1S/C8H8O2/c1-6(9)7-4-2-3-5-8(7)10/h2-5,10H,1H3",JECYUBVRTQDVAT-UHFFFAOYSA-N,0,0.8684,0.8631,0.065499195,0
COc1cc(c(O)cc1)C(C)(C)C,121-00-6,-7.164640441,-7.409219319,-6.85825797,-7.144039244,0,0.117550845,0.180014185,0,0.653008793,121-00-6,121-00-6,215,40788,DTXSID7040788,2-tert-Butyl-4-methoxyphenol,COc1cc(c(O)cc1)C(C)(C)C,"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,0,0.8809,0.8962,0.157790901,0
OC(=O)C1CC(=O)N(N=1)c1ccc(cc1)S(O)(=O)=O,118-47-8,-9.267845583,-9.344484977,-6.854907681,-8.489079413,0,0.117336169,0.180146581,0,0.651337195,118-47-8,118-47-8,21273,41273,DTXSID5041273,Pyrazolone T,OC(=O)C1CC(=O)N(N=1)c1ccc(cc1)S(O)(=O)=O,"InChI=1S/C10H8N2O6S/c13-9-5-8(10(14)15)11-12(9)6-1-3-7(4-2-6)19(16,17)18/h1-4H,5H2,(H,14,15)(H,16,17,18)",TYCNXOAPQGVAQU-UHFFFAOYSA-N,0,0.9044,0.9092,0.042167776,0
Clc1cc(Cl)c(Cl)cc1Cl,95-94-3,-7.368663562,0,-6.852861536,-4.740508366,0,0.117205079,0.180227242,0,0.650318329,95-94-3,95-94-3,4320,24320,DTXSID7024320,"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,JHBKHLUZVFWLAG-UHFFFAOYSA-N,0,0.918,0.9316,0.049023481,0
,98-06-6,0,-7.019741467,-6.849448664,-4.623063377,0,0.116986463,0.180361445,0,0.648622344,98-06-6,98-06-6,27138,47138,DTXSID3047138,tert-Butylbenzene,CC(C)(C)c1ccccc1,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",YTZKOQUCBOVLHL-UHFFFAOYSA-N,0,0.892,0.8907,0.041391006,0
OC(=O)c1cccc([n]1)C(O)=O,499-83-2,-6.509784158,-7.182751138,-6.844652895,-6.845729397,0,0.116679343,0.180549316,0,0.646246385,499-83-2,499-83-2,2043,22043,DTXSID7022043,"2,6-Pyridinedicarboxylic acid",OC(=O)c1cccc([n]1)C(O)=O,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-5(8-4)7(11)12/h1-3H,(H,9,10)(H,11,12)",WJJMNDUMQPNECX-UHFFFAOYSA-N,0,0.8949,0.8856,0.022476199,0
CC(=O)Oc1ccccc1C(O)=O,50-78-2,-7.011348447,-7.231931328,-6.843162556,-7.02881411,0,0.116583921,0.18060753,0,0.645509748,50-78-2,50-78-2,108,20108,DTXSID5020108,Aspirin,CC(=O)Oc1ccccc1C(O)=O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,0,0.8775,0.8643,0.029765164,0
Cc1ccccc1S(O)(=O)=O,15046-75-0,-6.95057899,-7.076382816,-6.82559104,-6.950850949,0,0.1154596,0.181287786,0,0.636885708,15046-75-0,15046-75-0,24553,44553,DTXSID2044553,Sodium 2-methylbenzenesulfonate,Cc1ccccc1S(O)(=O)=O,"InChI=1S/C7H8O3S/c1-6-4-2-3-5-7(6)11(8,9)10/h2-5H,1H3,(H,8,9,10)",LBLYYCQCTBFVLH-UHFFFAOYSA-N,0,0.8938,0.883,0.020851569,0
